1,1,"모양을 낸 반죽에 밀가루를 묻히고, 계란을 푼 계란물을 묻혀준다.","http://file.okdab.com/recipe/148299577271000135.jpg",5
2,1,"동그랑땡 반죽을 동글납작하게 모양을 잡아준다.","http://file.okdab.com/recipe/148299577270600134.jpg",4
3,1,"부침가루와 전분을 넣고 계란 1개를 넣어 반죽하듯 잘 섞어준다.","http://file.okdab.com/recipe/148299577270200133.jpg",3
4,1,"볼에 콩비지와 고기, 다진 채소, 다진마늘, 후추, 소금, 참기름을 넣어준다.","http://file.okdab.com/recipe/148299577269600132.jpg",2
5,1,"대파, 호박, 배추는 작게 다져준다.","EMPTY",1
6,1,"달궈진 팬에 기름을 두르고 옷을 계란물옷을 입힌 동그랑땡을 노릇하게 익혀준다.","http://file.okdab.com/recipe/148299577271500136.jpg",6
7,2,"접시에 어린잎 채소를 깔아주고 그 위에 자른 김밥을 올려준다.","http://file.okdab.com/recipe/148299332509200128.jpg",8
8,2,"믹서기에 두부, 식초, 설탕, 마요네즈, 통깨를 넣고 갈아 두부드레싱을 만들어 준다.","http://file.okdab.com/recipe/148299332509700129.jpg",9
9,2,"접시에 담긴 김밥위에 두부 드레싱을 뿌려준다.","http://file.okdab.com/recipe/148299332510100130.jpg",10
10,2,"완성된 김밥위에 참기름과 통깨를 발라 먹기 좋은 크기로 잘라준다.","http://file.okdab.com/recipe/148299332508800127.jpg",7
11,2,"김발과 랩을 빼 주며 김밥을 말아 준다.","http://file.okdab.com/recipe/148299332508400126.jpg",6
12,2,"뒤집은 김위에 김밥속 재료인 당근, 가지, 오이를 올려준다.","http://file.okdab.com/recipe/148299332508000125.jpg",5
13,2,"김말이 위에 랩을 깔아주고 김을 올려놓고 밥을 김 위에 잘 펴 뒤집어 준다.","http://file.okdab.com/recipe/148299332507500124.jpg",4
14,2,"밥에 통깨와 참기름  맛소금을 넣고 주걱을 세워 섞어준다.","http://file.okdab.com/recipe/148299332507100123.jpg",3
15,2,"당근과 오이는 얇게 슬라이스 해준다.가지는 길게 잘라준다.","http://file.okdab.com/recipe/148299332506300121.jpg",1
16,2,"오이를 제외한 당근과 가지를 기름 두른 팬에 볶아준다.","http://file.okdab.com/recipe/148299332506700122.jpg",2
17,3,"새우에 쪽파를 감아 접시에 담아 준다.","http://file.okdab.com/recipe/148298988812700118.jpg",5
18,3,"새우는 끓는 물에 소금을 약간 넣고 데친다.","EMPTY",3
19,3,"쪽파는 끓는 물에 소금을 넣고 살짝 데친 후 찬물에 담갔다 물기를 빼준다.","http://file.okdab.com/recipe/148298988812000116.jpg",2
20,3,"새우와 쪽파는 데치기 전에 깨끗하게 손질한다.","http://file.okdab.com/recipe/148298988811400115.jpg",1
21,3,"그릇에 고추장, 식초, 설탕, 깨를 넣고 잘 섞어 초장을 만들어 준다.","http://file.okdab.com/recipe/148298988812300117.jpg",4
22,4,"달궈진 팬에 올리브유를 두르고 양파, 셀러리, 토마토 순서대로 볶아준다.","http://file.okdab.com/recipe/148291443776100016.jpg",4
23,4,"그릇에 볶음밥과 카레소스를 함께 담는다.","http://file.okdab.com/recipe/148291443779700021.jpg",9
24,4,"냄비에 물과 카레가루를 넣고 끓여 카레소스를 만들어 준다.","http://file.okdab.com/recipe/148291443779100020.jpg",8
25,4,"만들어진 스크램블에그를 볶음밥과 잘 섞어준다.","http://file.okdab.com/recipe/148291443778100019.jpg",7
26,4,"볶아진 밥을 한쪽으로 몰아놓고 풀어놓은 달걀을 팬에 부어 스크램블에그를 만든다.","http://file.okdab.com/recipe/148291443777600018.jpg",6
27,4,"볶음밥에 들어갈 양파와, 셀러리, 햄을 다져서 준비한다.","http://file.okdab.com/recipe/148291443773800014.jpg",1
28,4,"계란은 볼에 풀어준다.","EMPTY",2
29,4,"방울토마토는 칼집을 내어 끓는 물을 부었다가 건져 껍질을 제거한다.","http://file.okdab.com/recipe/148291443775600015.jpg",3
30,4,"볶아진 재료에 밥을 넣고 후추를 뿌려 볶아준다.","http://file.okdab.com/recipe/148291443777100017.jpg",5
31,5,"식빵을 반으로 접고 고구마메시가 튀어나오지 않도록 빵 가장자리를 포크를 이용해 꾸욱~눌러준다.","EMPTY",4
32,5,"식빵을 밀대로 얇게 밀어 납작하게 만들어 준 후 가장자리는 깔끔하게 잘라 낸다. 식빵의 가장자리에 달걀물을 바르고 고구마메시를 식빵위에 올려준다.","http://file.okdab.com/recipe/148291043688000011.jpg",3
33,5,"깨끗하게 씻은 고구마를 찜통에 넣고 쪄준다.","http://file.okdab.com/recipe/148291043686500009.jpg",1
34,5,"잘 쪄진 고구마는 껍질을 벗기고 볼에 담에 으깨고 마요네즈, 우유, 건블루베리, 꿀, 소금을 넣고 으깬 고구마와 잘 섞어 고구마메시를 만들어 준다.","http://file.okdab.com/recipe/148291043686800010.jpg",2
35,5,"사선으로 빵에 칼집을 내어 빵 겉에 달걀물을 고루 발라준다. 200도로 예열된 오븐에 약 6분간 구워준다.","http://file.okdab.com/recipe/148291043690000012.jpg",5
36,6,"데친 배추잎을 펼치고 가운데 만두소를 넣고 복주머니 형태로 감싼 뒤 미나리로 묶어준다.","http://file.okdab.com/recipe/148230648951600351.jpg",8
37,6,"다짐육은 키친타올로 살짝 눌러 핏물을 제거하고, 두부는 물기를 빼준다.","http://file.okdab.com/recipe/148230648949700345.jpg",2
38,6,"배추만두를 묶을 미나리를 소금물에 살짝 데쳐준다.","http://file.okdab.com/recipe/148230648951000349.jpg",6
39,6,"대를 제거한 배추잎을 찜통에 넣고 살짝 쪄준다.","http://file.okdab.com/recipe/148230648950600348.jpg",5
40,6,"만두의 피가 될 배추는 잎 부분을 뺀 하얀 대 부분을 잘라준다.","http://file.okdab.com/recipe/148230648950300347.jpg",4
41,6,"큰 볼에 준비한 만두소 재료를 넣고 잘 섞어 준다.","http://file.okdab.com/recipe/148230648950000346.jpg",3
42,6,"찜통에 배추만두를 넣고 5분간 쪄준다.","http://file.okdab.com/recipe/148230648952900353.jpg",10
43,6,"복주머니 형태가 어려우면 막대 형태로 말아 미나리로 묶어준다.","http://file.okdab.com/recipe/148230648952700352.jpg",9
44,6,"만두소는 고기가 익을 때 까지 볶아준다.","http://file.okdab.com/recipe/148230648951300350.jpg",7
45,6,"채소들은 깨끗하게 씻어 물기를 빼준 후 만두소에 들어갈 재료는 잘게 다져 준비한다.","http://file.okdab.com/recipe/148230648949400344.jpg",1
46,7,"앞뒤로 뒤집으며 잘 익혀준다.","EMPTY",6
47,7,"볼에 강판에 간 감자와 다진 양파를 넣고 소금을 살짝 넣어준다.","http://file.okdab.com/recipe/148229812484300339.jpg",2
48,7,"껍질을 벗긴 감자를 강판에 간다.","http://file.okdab.com/recipe/148229812484000338.jpg",1
49,7,"당근 잎은 큰 줄기는 때어내어 깨끗하게 손질한다.","http://file.okdab.com/recipe/148229812484900341.jpg",4
50,7,"중불로 달군 팬에 감자전 반죽을 넓게 펼친 다음 당근잎과 당근채를  반죽위에 올려 모양을 낸다.","http://file.okdab.com/recipe/148229812485200342.jpg",5
51,7,"볼에 부침가루를 농도에 맞게 넣어 준다.","http://file.okdab.com/recipe/148229812484600340.jpg",3
52,8,"냄비에 쌀뜨물은 붓고  육수재료와 무를 넣고 끓여준다.","http://file.okdab.com/recipe/148222411419300029.jpg",2
53,8,"고등어가 살짝 익으면 단고구마와 양파를 넣어준다.","http://file.okdab.com/recipe/148222411420400032.jpg",5
54,8,"냄비에 준비한 양념장을 넣어 고등어가 잘 익을 때 까지 끓여준다.","EMPTY",6
55,8,"홍고추와 청양고추를 마지막에 넣어 한 번 더 끓여준다.","http://file.okdab.com/recipe/148222411420700033.jpg",7
56,8,"육수에 손질한 고등어를 넣어 끓여준다.","http://file.okdab.com/recipe/148222411420000031.jpg",4
57,8,"육수가 끓으면 고추장과 된장으로 밑간을 한다.","http://file.okdab.com/recipe/148222411419600030.jpg",3
58,8,"간장, 다진마늘, 고춧가루, 설탕, 들기름을 잘 섞어 양념장을 만든다.","http://file.okdab.com/recipe/148222411418900028.jpg",1
59,9,"시금치는 끓는 물에 살짝 데친 후 물기를 빼준다.","EMPTY",2
60,9,"참기름과 매실액에 다진 고추와 깨를 넣어 잘 섞어 소스를 만들어 준다.","http://file.okdab.com/recipe/148066903469100140.jpg",1
61,9,"고사리는 물러질 때까지 삶은 후, 깨끗하게 헹궈 물기를 빼 참기름과 소금으로 간을 하고 팬에 볶아준다.","EMPTY",3
62,9,"접시에 담아 준비한 소스와 함께 먹는다.","EMPTY",10
63,9,"콩나물은 깨끗하게 씻을 후 끓는 물에 넣고 뚜껑을 닫고 익혀 물기를 빼준다.","EMPTY",4
64,9,"따듯한 물에 라이스페이퍼를 1~2초간 담군 후 접시에 깔아준다.","http://file.okdab.com/recipe/148066903470400144.jpg",8
65,9,"라이스페이퍼는 말기 좋게 사각형으로 잘라준다.","http://file.okdab.com/recipe/148066903470100143.jpg",7
66,9,"팬에 연어살을 올려 앞뒤로 구워준다.","http://file.okdab.com/recipe/148066903469800142.jpg",6
67,9,"무는 채 썰어 팬에 볶아준다.","http://file.okdab.com/recipe/148066903469500141.jpg",5
